steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD),current_player_count,release_date
304650,SUNLESS SEA,['Failbetter Games'],['Failbetter Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",81,54,"['windows', 'mac', 'linux']",5437,4545,892,8.0,Very Positive,83.6,81,False,18.99,38,"6 Feb, 2015"
298630,The Escapists,['Mouldy Toof Studios'],['Team17'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",71,37,"['windows', 'mac', 'linux']",9243,8325,918,8.0,Very Positive,90.1,71,False,17.99,43,"13 Feb, 2015"
294860,Valkyria Chronicles™,['SEGA'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG', 'Strategy']",0,20,['windows'],6944,6246,698,8.0,Very Positive,89.9,0,False,19.99,53,"11 Nov, 2014"
292730,Call of Duty®: Infinite Warfare,['Infinity Ward'],['Activision'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Valve Anti-Cheat enabled', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",73,88,['windows'],8450,5057,3393,5.0,Mixed,59.8,73,False,59.99,183,"3 Nov, 2016"
292120,FINAL FANTASY® XIII,['Square Enix'],['Square Enix'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],0,35,['windows'],8056,6041,2015,6.0,Mostly Positive,75.0,0,False,15.99,255,"9 Oct, 2014"
288470,Fable Anniversary,['Lionhead Studios'],['Xbox Game Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],0,50,['windows'],7442,6331,1111,8.0,Very Positive,85.1,0,False,34.99,159,"12 Sep, 2014"
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",91,42,['windows'],37818,34676,3142,8.0,Very Positive,91.7,91,False,19.99,2055,"1 Sep, 2015"
287980,Mini Metro,['Dinosaur Polo Club'],['Dinosaur Polo Club'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",77,73,"['windows', 'mac', 'linux']",6362,6104,258,9.0,Overwhelmingly Positive,95.9,77,False,9.99,144,"6 Nov, 2015"
288160,The Room,['Fireproof Games'],['Fireproof Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",73,5,['windows'],12806,12476,330,9.0,Overwhelmingly Positive,97.4,73,False,4.99,56,"28 Jul, 2014"
287290,Resident Evil Revelations 2,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure']",0,43,['windows'],5750,4352,1398,6.0,Mostly Positive,75.7,0,False,19.99,196,"24 Feb, 2015"
287390,Metro: Last Light Redux,['4A Games'],['Deep Silver'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",['Action'],76,49,"['windows', 'mac', 'linux']",17464,15266,2198,8.0,Very Positive,87.4,76,False,19.99,222,"25 Aug, 2014"
287450,Rise of Nations: Extended Edition,"['SkyBox Labs', 'Big Huge Games']",['Xbox Game Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Simulation', 'Strategy']",89,38,['windows'],7138,6769,369,8.0,Very Positive,94.8,89,False,19.99,566,"12 Jun, 2014"
286690,Metro 2033 Redux,['4A Games'],['Deep Silver'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Action'],0,49,"['windows', 'mac', 'linux']",24099,21097,3002,8.0,Very Positive,87.5,0,False,19.99,456,"25 Aug, 2014"
282900,Hyperdimension Neptunia Re;Birth1,"['IDEA FACTORY Co., Ltd.', 'COMPILE HEART Co., Ltd.', 'FELISTELLA Co., Ltd.']","['Idea Factory International, Inc.', 'IDEA FACTORY Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['RPG', 'Strategy']",72,45,['windows'],5604,5251,353,8.0,Very Positive,93.7,72,False,14.99,15,"29 Jan, 2015"
282140,SOMA,['Frictional Games'],['Frictional Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",84,10,"['windows', 'mac', 'linux']",20218,19367,851,9.0,Overwhelmingly Positive,95.8,84,False,29.99,172,"21 Sep, 2015"
278360,A Story About My Uncle,['Gone North Games'],['Coffee Stain Publishing'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",73,15,"['windows', 'mac', 'linux']",7130,6592,538,8.0,Very Positive,92.5,73,False,14.99,7,"28 May, 2014"
274190,Broforce,['Free Lives'],['Devolver Digital'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",83,17,"['windows', 'mac', 'linux']",19830,19166,664,9.0,Overwhelmingly Positive,96.7,83,False,14.99,194,"15 Oct, 2015"
273350,Evolve Stage 2,['Turtle Rock Studios'],['2K'],"['Single-player', 'Multi-player', 'Co-op', 'Full controller support', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Family Sharing']","['Action', 'Free To Play']",77,0,['windows'],5137,3345,1792,5.0,Mixed,65.1,77,False,0.0,12,"10 Feb, 2015"
268130,Heat Signature,['Suspicious Developments'],['Suspicious Developments'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Strategy']",79,70,['windows'],5905,5606,299,8.0,Very Positive,94.9,79,False,14.99,23,"21 Sep, 2017"
266840,Age of Mythology: Extended Edition,"['SkyBox Labs', 'Ensemble Studios']",['Xbox Game Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Simulation', 'Strategy']",66,70,['windows'],13725,12599,1126,8.0,Very Positive,91.8,66,False,29.99,739,"8 May, 2014"
265550,Dead Rising 3 Apocalypse Edition,['Capcom Game Studio Vancouver'],['Capcom'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",['Action'],0,88,['windows'],5444,4090,1354,6.0,Mostly Positive,75.1,0,False,29.99,126,"5 Sep, 2014"
264200,One Finger Death Punch,['Silver Dollar Games'],['Silver Dollar Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,152,['windows'],9063,8891,172,9.0,Overwhelmingly Positive,98.1,0,False,4.99,8,"3 Mar, 2014"
261030,The Walking Dead: Season Two,['Telltale Games'],['Skybound Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],80,40,"['windows', 'mac']",12052,11522,530,9.0,Overwhelmingly Positive,95.6,80,False,14.99,53,"17 Dec, 2013"
257510,The Talos Principle,['Croteam'],"['Devolver Digital', 'Croteam']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",85,40,"['windows', 'mac', 'linux']",16243,15529,714,9.0,Overwhelmingly Positive,95.6,85,False,29.99,74,"11 Dec, 2014"
257850,Hyper Light Drifter,['Heart Machine'],['Heart Machine'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",84,23,"['windows', 'mac', 'linux']",9753,9106,647,8.0,Very Positive,93.4,84,False,19.99,38,"31 Mar, 2016"
256290,Child of Light,['Ubisoft Montréal'],['Ubisoft'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",['RPG'],77,0,['windows'],5351,4764,587,8.0,Very Positive,89.0,77,False,14.99,9,"29 Apr, 2014"
254700,Resident Evil 4 (2005),['Capcom'],['Capcom'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",79,12,['windows'],21692,20110,1582,8.0,Very Positive,92.7,79,False,19.99,696,"27 Feb, 2014"
253430,CastleMiner Z,['DigitalDNA Games LLC'],['DigitalDNA Games LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']","['Violent', 'Action', 'Adventure', 'Indie']",0,31,['windows'],5338,4525,813,8.0,Very Positive,84.8,0,False,5.99,32,"3 Feb, 2014"
252610,Death Road to Canada,"['Rocketcat Games', 'Madgarden']",['Rocketcat Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,72,"['windows', 'mac', 'linux']",5591,5311,280,8.0,Very Positive,95.0,0,False,14.99,148,"21 Jul, 2016"
251150,The Legend of Heroes: Trails in the Sky,['Nihon Falcom'],"['XSEED Games', 'Marvelous USA, Inc.']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['RPG'],85,27,['windows'],5810,5444,366,8.0,Very Positive,93.7,85,False,19.99,78,"29 Jul, 2014"
251570,7 Days to Die,['The Fun Pimps'],['The Fun Pimps Entertainment LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,43,"['windows', 'mac', 'linux']",112395,99024,13371,8.0,Very Positive,88.1,0,False,44.99,21052,"25 Jul, 2024"
250260,Jazzpunk: Director's Cut,['Necrophone Games'],['Necrophone Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",75,24,"['windows', 'mac', 'linux']",5007,4705,302,8.0,Very Positive,94.0,75,False,14.99,15,"7 Feb, 2014"
250320,The Wolf Among Us,['Telltale'],['Telltale'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Casual']",85,35,['windows'],16495,16109,386,9.0,Overwhelmingly Positive,97.7,85,False,14.99,103,"11 Oct, 2013"
249130,LEGO® Marvel™ Super Heroes,"[""Traveller's Tales""]",['Warner Bros. Interactive Entertainment'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure']",78,45,['windows'],6732,6285,447,8.0,Very Positive,93.4,78,False,19.99,432,"22 Oct, 2013"
248820,Risk of Rain (2013),['Hopoo Games'],['Gearbox Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'RPG']",77,15,"['windows', 'mac', 'linux']",14707,13777,930,8.0,Very Positive,93.7,77,False,9.99,44,"8 Nov, 2013"
246900,Viscera Cleanup Detail,['RuneStorm'],['RuneStorm'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation']",0,85,"['windows', 'mac']",9683,9062,621,8.0,Very Positive,93.6,0,False,12.99,185,"23 Oct, 2015"
244160,Homeworld Remastered Collection,"['Gearbox Software', 'Aspyr (Mac)']","['Gearbox Publishing', 'Aspyr (Mac)']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy']",86,34,"['windows', 'mac']",7329,6417,912,8.0,Very Positive,87.6,86,False,34.99,74,"25 Feb, 2015"
242680,Nuclear Throne,['Vlambeer'],['Vlambeer'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'RPG']",89,44,"['windows', 'mac', 'linux']",8923,8621,302,9.0,Overwhelmingly Positive,96.6,89,False,11.99,84,"5 Dec, 2015"
242760,The Forest,['Endnight Games Ltd'],['Endnight Games Ltd'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Tracked Controller Support', 'VR Supported', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",83,45,['windows'],165755,157993,7762,9.0,Overwhelmingly Positive,95.3,83,False,19.99,4698,"30 Apr, 2018"
242920,Banished,['Shining Rock Software LLC'],['Shining Rock Software LLC'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",73,36,['windows'],24898,22403,2495,8.0,Very Positive,90.0,73,False,19.99,508,"18 Feb, 2014"
241600,Rogue Legacy,['Cellar Door Games'],['Cellar Door Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",85,29,"['windows', 'mac', 'linux']",9921,9120,801,8.0,Very Positive,91.9,85,False,14.99,35,"27 Jun, 2013"
240720,Getting Over It with Bennett Foddy,['Bennett Foddy'],['Bennett Foddy'],"['Single-player', 'Partial Controller Support', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Action'],0,3,"['windows', 'mac', 'linux']",37441,31667,5774,8.0,Very Positive,84.6,0,False,7.99,193,"6 Dec, 2017"
239350,Spelunky,['Mossmouth'],['Mossmouth'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Indie'],90,20,['windows'],9970,9179,791,8.0,Very Positive,92.1,90,False,14.99,52,"8 Aug, 2013"
238430,Contagion,"['Monochrome, Inc']","['Monochrome, Inc']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Action', 'Adventure', 'Indie']",62,165,['windows'],5441,3992,1449,6.0,Mostly Positive,73.4,62,False,9.99,21,"25 Oct, 2013"
239030,"Papers, Please",['Lucas Pope'],['3909'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie']",85,13,"['windows', 'mac', 'linux']",36212,35231,981,9.0,Overwhelmingly Positive,97.3,85,False,9.99,262,"8 Aug, 2013"
237930,Transistor,['Supergiant Games'],['Supergiant Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",83,33,"['windows', 'mac', 'linux']",15681,14728,953,8.0,Very Positive,93.9,83,False,19.99,17,"20 May, 2014"
238010,Deus Ex: Human Revolution - Director's Cut,['Eidos Montreal'],['Eidos Interactive Corp.'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Commentary available', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'RPG']",91,59,['windows'],12406,11360,1046,8.0,Very Positive,91.6,91,False,19.99,115,"25 Oct, 2013"
238090,Sniper Elite 3,['Rebellion'],['Rebellion'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,77,['windows'],6590,5150,1440,6.0,Mostly Positive,78.1,0,False,29.99,154,"27 Jun, 2014"
238320,Outlast,['Red Barrels'],['Red Barrels'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",80,14,"['windows', 'mac', 'linux']",25137,24139,998,9.0,Overwhelmingly Positive,96.0,80,False,19.99,322,"4 Sep, 2013"
236090,Dust: An Elysian Tail,['Humble Hearts LLC'],['Xbox Game Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,30,"['windows', 'mac', 'linux']",8984,8530,454,8.0,Very Positive,94.9,0,False,14.99,15,"24 May, 2013"
235460,METAL GEAR RISING: REVENGEANCE,['PlatinumGames'],['KONAMI'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Action'],83,60,"['windows', 'mac']",36114,34637,1477,9.0,Overwhelmingly Positive,95.9,83,False,29.99,225,"9 Jan, 2014"
234650,Shadowrun Returns,['Harebrained Schemes'],['Paradox Interactive'],"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Strategy']",76,0,"['windows', 'mac', 'linux']",6578,5857,721,8.0,Very Positive,89.0,76,False,14.99,15,"25 Jul, 2013"
233720,Surgeon Simulator,['Bossa Studios'],['Infogrames'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'Simulation']",71,123,"['windows', 'mac', 'linux']",8252,6866,1386,8.0,Very Positive,83.2,71,False,9.99,9,"19 Apr, 2013"
